TCOA_Company,TCOA_Cabang,TCOA_Jenis_transaksi,TCOA_Traksaksi_Debit,TCOA_Transaksi_Credit,TCOA_Mutasi_Debit,TCOA_Mutasi_Credit,TCOA_CreateDate,TCOA_CreateUser,TCOA_CreateTIme,TCOA_ModifyUser,TCOA_ModifyDate,TCOA_ModifyTime
01,05,551,723000000,719000000,K02,K01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,552,,110300000,,K03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,552,100310000,110100001,F01,F03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,552,723000000,719000000,K02,K01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,553,,110300000,,K03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,553,100310000,110100002,F01,F03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,553,723000000,719000000,K02,K01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,554,,110300000,,K03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,554,100310000,110100003,F01,F03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,554,723000000,719000000,K02,K01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,555,,110300000,,K03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,555,100310000,110100004,F01,F03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,555,723000000,719000000,K02,K01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,556,,110300000,,K03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,556,100310000,110100005,F01,F03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,556,723000000,719000000,K02,K01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,557,,110300000,,K03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,557,100310000,110100006,F01,F03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,557,723000000,719000000,K02,K01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,558,,110300000,,K03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,558,100310000,110100007,F01,F03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,558,723000000,719000000,K02,K01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,559,,110300000,,K03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,559,100310000,110100008,F01,F03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,559,723000000,719000000,K02,K01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,560,,110300000,,K03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,560,100310000,110100009,F01,F03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,560,723000000,719000000,K02,K01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,561,,110300000,,K03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,561,100310000,110100010,F01,F03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,561,723000000,719000000,K02,K01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,562,,110300000,,K03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,562,100310000,110100011,F01,F03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,562,723000000,719000000,K02,K01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,563,,110300000,,K03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,563,100310000,110100012,F01,F03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,563,723000000,719000000,K02,K01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,564,,110300000,,K03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,564,100310000,110100013,F01,F03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,564,723000000,719000000,K02,K01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,565,,110300000,,K03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,565,100310000,110100014,F01,F03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,565,723000000,719000000,K02,K01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,566,,110300000,,K03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,566,100310000,110100015,F01,F03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,566,723000000,719000000,K02,K01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,567,,110300000,,K03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,567,100310000,110100016,F01,F03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,567,723000000,719000000,K02,K01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,568,,110300000,,K03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,568,100310000,110100017,F01,F03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,568,723000000,719000000,K02,K01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,569,,110300000,,K03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,569,100310000,110100018,F01,F03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,569,723000000,719000000,K02,K01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,570,,110300000,,K03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,570,100310000,110100019,F01,F03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,570,723000000,719000000,K02,K01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,571,,110300000,,K03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,571,100310000,110100020,F01,F03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,571,723000000,719000000,K02,K01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,572,,110300000,,K03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,572,100310000,110100021,F01,F03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,572,723000000,719000000,K02,K01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,573,,110300000,,K03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,573,100310000,110100022,F01,F03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,573,723000000,719000000,K02,K01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,574,,110300000,,K03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,574,100310000,110100023,F01,F03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,574,723000000,719000000,K02,K01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,575,,110300000,,K03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,575,100310000,110100024,F01,F03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,575,723000000,719000000,K02,K01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,600,250000004,,C01,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,600,300200000,110200000,A02,D02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,601,,250000004,,C01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,601,110200000,300200000,D02,A02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,610,250000004,,C01,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,610,300100000,110100000,A02,D02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,611,250000004,,C01,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,611,300100001,110100001,A02,D02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,612,250000004,,C01,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,612,300100002,110100002,A02,D02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,613,250000004,,C01,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,613,300100003,110100003,A02,D02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,614,250000004,,C01,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,614,300100004,110100004,A02,D02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,615,250000004,,C01,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,615,300100005,110100005,A02,D02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,616,250000004,,C01,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,616,300100006,110100006,A02,D02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,617,250000004,,C01,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,617,300100007,110100007,A02,D02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,618,250000004,,C01,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,618,300100008,110100008,A02,D02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,619,250000004,,C01,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,619,300100009,110100009,A02,D02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,620,250000004,,C01,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,620,300100010,110100010,A02,D02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,621,250000004,,C01,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,621,300100011,110100011,A02,D02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,622,250000004,,C01,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,622,300100012,110100012,A02,D02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,623,250000004,,C01,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,623,300100013,110100013,A02,D02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,624,250000004,,C01,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,624,300100014,110100014,A02,D02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,625,250000004,,C01,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,625,300100015,110100015,A02,D02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,626,250000004,,C01,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,626,300100016,110100016,A02,D02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,627,250000004,,C01,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,627,300100017,110100017,A02,D02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,628,250000004,,C01,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,628,300100018,110100018,A02,D02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,629,250000004,,C01,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,629,300100019,110100019,A02,D02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,630,250000004,,C01,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,630,300100020,110100020,A02,D02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,631,250000004,,C01,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,631,300100021,110100021,A02,D02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,632,250000004,,C01,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,632,300100022,110100022,A02,D02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,633,250000004,,C01,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,633,300100023,110100023,A02,D02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,634,250000004,,C01,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,634,300100024,110100024,A02,D02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,650,,250000004,,C01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,650,110100000,300100000,D02,A02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,651,,250000004,,C01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,651,110100001,300100001,D02,A02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,652,,250000004,,C01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,652,110100002,300100002,D02,A02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,653,,250000004,,C01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,653,110100003,300100003,D02,A02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,654,,250000004,,C01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,654,110100004,300100004,D02,A02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,655,,250000004,,C01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,655,110100005,300100005,D02,A02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,656,,250000004,,C01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,656,110100006,300100006,D02,A02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,657,,250000004,,C01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,657,110100007,300100007,D02,A02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,658,,250000004,,C01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,658,110100008,300100008,D02,A02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,659,,250000004,,C01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,659,110100009,300100009,D02,A02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,660,,250000004,,C01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,660,110100010,300100010,D02,A02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,661,,250000004,,C01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,661,110100011,300100011,D02,A02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,662,,250000004,,C01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,662,110100012,300100012,D02,A02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,663,,250000004,,C01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,663,110100013,300100013,D02,A02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,664,,250000004,,C01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,664,110100014,300100014,D02,A02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,665,,250000004,,C01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,665,110100015,300100015,D02,A02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,666,,250000004,,C01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,666,110100016,300100016,D02,A02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,667,,250000004,,C01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,667,110100017,300100017,D02,A02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,668,,250000004,,C01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,668,110100018,300100018,D02,A02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,669,,250000004,,C01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,669,110100019,300100019,D02,A02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,670,,250000004,,C01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,670,110100020,300100020,D02,A02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,671,,250000004,,C01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,671,110100021,300100021,D02,A02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,672,,250000004,,C01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,672,110100022,300100022,D02,A02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,673,,250000004,,C01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,673,110100023,300100023,D02,A02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,674,,250000004,,C01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,674,110100024,300100024,D02,A02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,701,100310002,150000011,X1,X1,NULL,NULL,NULL,SETYO,2014-05-07 11:46:48.780,11:46:48
01,05,750,730000000,110100000,Y1,Y1,2011-05-13 06:00:59.250,SETYO,06:00:59,NULL,NULL,NULL
01,05,751,730000000,110100001,Y1,Y1,2011-05-13 06:00:59.263,SETYO,06:00:59,NULL,NULL,NULL
01,05,752,730000000,110100002,Y1,Y1,2011-05-13 06:00:59.263,SETYO,06:00:59,NULL,NULL,NULL
01,05,753,730000000,110100003,Y1,Y1,2011-05-13 06:00:59.263,SETYO,06:00:59,NULL,NULL,NULL
01,05,754,730000000,110100004,Y1,Y1,2011-05-13 06:00:59.263,SETYO,06:00:59,NULL,NULL,NULL
01,05,755,730000000,110100005,Y1,Y1,2011-05-13 06:00:59.263,SETYO,06:00:59,NULL,NULL,NULL
01,05,756,730000000,110100006,Y1,Y1,2011-05-13 06:00:59.263,SETYO,06:00:59,NULL,NULL,NULL
01,05,757,730000000,110100007,Y1,Y1,2011-05-13 06:00:59.263,SETYO,06:00:59,NULL,NULL,NULL
01,05,758,730000000,110100008,Y1,Y1,2011-05-13 06:00:59.280,SETYO,06:00:59,NULL,NULL,NULL
01,05,759,730000000,110100009,Y1,Y1,2011-05-13 06:00:59.280,SETYO,06:00:59,NULL,NULL,NULL
01,05,760,730000000,110100010,Y1,Y1,2011-05-13 06:00:59.310,SETYO,06:00:59,NULL,NULL,NULL
01,05,761,730000000,110100011,Y1,Y1,2011-05-13 06:00:59.310,SETYO,06:00:59,NULL,NULL,NULL
01,05,762,730000000,110100012,Y1,Y1,2011-05-13 06:00:59.310,SETYO,06:00:59,NULL,NULL,NULL
01,05,763,730000000,110100014,Y1,Y1,2011-05-13 06:00:59.310,SETYO,06:00:59,NULL,NULL,NULL
01,05,764,730000000,110100015,Y1,Y1,2011-05-13 06:00:59.310,SETYO,06:00:59,NULL,NULL,NULL
01,05,765,730000000,110100016,Y1,Y1,2011-05-13 06:00:59.310,SETYO,06:00:59,NULL,NULL,NULL
01,05,766,730000000,110100017,Y1,Y1,2011-05-13 06:00:59.310,SETYO,06:00:59,NULL,NULL,NULL
01,05,767,730000000,110100018,Y1,Y1,2011-05-13 06:00:59.310,SETYO,06:00:59,NULL,NULL,NULL
01,05,768,730000000,110100019,Y1,Y1,2011-05-13 06:00:59.310,SETYO,06:00:59,NULL,NULL,NULL
01,05,769,730000000,110100020,Y1,Y1,2011-05-13 06:00:59.310,SETYO,06:00:59,NULL,NULL,NULL
01,05,770,730000000,110100021,Y1,Y1,2011-05-13 06:00:59.310,SETYO,06:00:59,NULL,NULL,NULL
01,05,771,730000000,110100022,Y1,Y1,2011-05-13 06:00:59.310,SETYO,06:00:59,NULL,NULL,NULL
01,05,772,730000000,110100023,Y1,Y1,2011-05-13 06:00:59.310,SETYO,06:00:59,NULL,NULL,NULL
01,05,773,730000000,110100024,Y1,Y1,2011-05-13 06:00:59.310,SETYO,06:00:59,NULL,NULL,NULL
01,05,774,730000000,110100025,Y1,Y1,2011-05-13 06:00:59.310,SETYO,06:00:59,NULL,NULL,NULL
01,05,780,730000000,110200000,Y1,Y1,2011-05-13 06:00:59.310,SETYO,06:00:59,NULL,NULL,NULL
01,05,800,,250000004,,C02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,800,210100000,400100100,D01,A01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,801,,250000004,,C02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,801,210300000,400100100,D01,A01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,802,,250000004,,C02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,802,210300001,400100100,D01,A01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,803,,250000004,,C02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,803,210300002,400100100,D01,A01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,804,,250000004,,C02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,804,210300003,400100100,D01,A01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,805,,250000004,,C02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,805,210300004,400100100,D01,A01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,806,,250000004,,C02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,806,210300005,400100100,D01,A01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,807,,250000004,,C02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,807,210300006,400100100,D01,A01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,808,,250000004,,C02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,808,210300007,400100100,D01,A01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,809,,250000004,,C02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,809,210300008,400100100,D01,A01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,810,,250000004,,C02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,810,210300009,400100100,D01,A01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,811,,250000004,,C02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,811,210300010,400100100,D01,A01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,812,,250000004,,C02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,812,210300011,400100100,D01,A01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,813,,250000004,,C02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,813,210300012,400100100,D01,A01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,814,,250000004,,C02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,814,210300013,400100100,D01,A01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,815,,250000004,,C02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,815,210300014,400100100,D01,A01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,816,,250000004,,C02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,816,210300015,400100100,D01,A01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,817,,250000004,,C02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,817,210300016,400100100,D01,A01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,818,,250000004,,C02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,818,210300017,400100100,D01,A01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,819,,250000004,,C02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,819,210300018,400100100,D01,A01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,820,,250000004,,C02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,820,210300019,400100100,D01,A01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,821,,250000004,,C02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,821,210300020,400100100,D01,A01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,822,,250000004,,C02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,822,210300021,400100100,D01,A01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,823,,250000004,,C02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,823,210300022,400100100,D01,A01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,824,,250000004,,C02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,824,210300023,400100100,D01,A01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,825,,250000004,,C02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,825,210300024,400100100,D01,A01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,826,,250000004,,C02,NULL,NULL,NULL,NULL,NULL,NULL
01,05,826,210300025,400100100,D01,A01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,850,250000004,,C02,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,850,400100100,210100000,A01,D01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,851,250000004,,C02,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,851,400100100,210300000,A01,D01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,852,250000004,,C02,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,852,400100100,210300001,A01,D01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,853,250000004,,C02,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,853,400100100,210300002,A01,D01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,854,250000004,,C02,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,854,400100100,210300003,A01,D01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,855,250000004,,C02,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,855,400100100,210300004,A01,D01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,856,250000004,,C02,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,856,400100100,210300005,A01,D01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,857,250000004,,C02,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,857,400100100,210300006,A01,D01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,858,250000004,,C02,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,858,400100100,210300007,A01,D01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,859,250000004,,C02,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,859,400100100,210300008,A01,D01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,860,250000004,,C02,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,860,400100100,210300009,A01,D01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,861,250000004,,C02,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,861,400100100,210300010,A01,D01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,862,250000004,,C02,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,862,400100100,210300011,A01,D01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,863,250000004,,C02,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,863,400100100,210300012,A01,D01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,864,250000004,,C02,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,864,400100100,210300013,A01,D01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,865,250000004,,C02,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,865,400100100,210300014,A01,D01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,866,250000004,,C02,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,866,400100100,210300015,A01,D01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,867,250000004,,C02,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,867,400100100,210300016,A01,D01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,868,250000004,,C02,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,868,400100100,210300017,A01,D01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,869,250000004,,C02,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,869,400100100,210300018,A01,D01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,870,250000004,,C02,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,870,400100100,210300019,A01,D01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,871,250000004,,C02,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,871,400100100,210300020,A01,D01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,872,250000004,,C02,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,872,400100100,210300021,A01,D01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,873,250000004,,C02,,NULL,NULL,NULL,NULL,NULL,NULL
01,05,873,400100100,210300022,A01,D01,NULL,NULL,NULL,NULL,NULL,NULL
01,05,900,100210001,110300000,K03,K03,NULL,NULL,NULL,NULL,NULL,NULL
01,05,901,110300000,100210001,K03,K03,NULL,NULL,NULL,NULL,NULL,NULL
,,,,,,,,,,,,
(630 row(s) a,ffected),,,,,,,,,,,
